ytid_V,Comments,Emotion,Extra_emotion,aspect_version,caption_version,shorth_aspect,short_caption,Instrumental,aspect_list,caption
00M9FhCet6s_4,,Happy,Cheerful,FALSE,TRUE,FALSE,TRUE,FALSE,"""childrens song"", male voice, guitar, percussion, bass, happy song, keyboard, backing voices, dance song for children, moderate tempo",This children's song features a male voice singing the main melody. There are other voices singing backing vocals. This is accompanied by percussion playing a simple beat. A guitar strums the chords
03z0rpIkm5g_1,Not low quality,Happy,Exciting,TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, reggae/dub, mono, noisy, flat male vocal, punchy 808 bass, punchy snare, shimmering hi hats, groovy piano chords, energetic, addictive","The low quality recording features a reggae/dub song that consists of a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats and groovy piano chords. It sounds energetic,"
03z0rpIkm5g_2,Not low quality,Happy,Exciting,TRUE,FALSE,FALSE,TRUE,FALSE,"low quality, reggae/dub, mono, noisy, flat male vocal, punchy 808 bass, punchy snare, shimmering hi hats, groovy piano chords, energetic, addictive","The low quality recording features a reggae/dub song that consists of a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats and groovy piano chords. It sounds energetic,"
03z0rpIkm5g_3,Not low quality,Happy,Exciting,FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, reggae/dub, mono, noisy, flat male vocal, punchy 808 bass, punchy snare, shimmering hi hats, groovy piano chords, energetic, addictive","The low quality recording features a reggae/dub song that consists of a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats and groovy piano chords. It sounds energetic,"
03z0rpIkm5g_4,Not low quality,Happy,Chill,FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, reggae/dub, mono, noisy, flat male vocal, punchy 808 bass, punchy snare, shimmering hi hats, groovy piano chords, energetic, addictive","The low quality recording features a reggae/dub song that consists of a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats and groovy piano chords. It sounds energetic,"
07-3grCQ8EU_1,"Nothing polish in it. More like ""irish flok"". Does not follow instrumental prompt.",Happy,Melancholic,TRUE,FALSE,FALSE,TRUE,FALSE,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
07-3grCQ8EU_2,"Nothing polish in it. More like ""irish flok"". Does not follow instrumental prompt.",Happy,Slightly melancholic,TRUE,FALSE,FALSE,TRUE,FALSE,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
07-3grCQ8EU_3,"More convincing polish, with foreign accent, Still stilistically innacurrate. Does not follow instrumental prompt.",Content,Slightly melancholic,FALSE,TRUE,FALSE,TRUE,FALSE,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
07-3grCQ8EU_4,"More convincing polish, with foreign accent, Still stilistically innacurrate. Does not follow instrumental prompt.",Content,Slightly melancholic,FALSE,TRUE,FALSE,TRUE,FALSE,"polish folk music, wedding music, instrumental, polish fiddle, mandolin, baraban, festive, joyful, folk dance",This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle
08u-jdwjM74_1,,Sad,Exciting,TRUE,FALSE,FALSE,TRUE,FALSE,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
08u-jdwjM74_2,,Sad,Exciting,TRUE,FALSE,FALSE,TRUE,FALSE,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
08u-jdwjM74_3,,Sad,Melancholic,FALSE,TRUE,FALSE,TRUE,FALSE,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
08u-jdwjM74_4,,Sad,Melancholic,FALSE,TRUE,FALSE,TRUE,FALSE,"pop song, boy band, male voice, bass, synth, programmed percussion, shaker, slow tempo, romantic song",This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes
0DYH0sqDXB8_1,,Calm,"Relaxing, chill",TRUE,FALSE,FALSE,FALSE,TRUE,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0DYH0sqDXB8_2,,Calm,"Relaxing, chill",TRUE,FALSE,FALSE,FALSE,TRUE,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0DYH0sqDXB8_3,,Calm,"Relaxing, chill",FALSE,TRUE,FALSE,FALSE,TRUE,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0DYH0sqDXB8_4,,Calm,"Relaxing, chill",FALSE,TRUE,FALSE,FALSE,TRUE,"low quality, synth pad chords, punchy snare, heartbeat kick, shimmering hi hats, synth keys chords, easygoing, chill, groovy","The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy."
0Gxn9FtaJFc_1,Does not follow the vocal command and makes it instrumental. ,Sad,Energetic,TRUE,FALSE,FALSE,TRUE,TRUE,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0Gxn9FtaJFc_2,Does not follow the vocal command and makes it instrumental. ,Sad,Energetic,TRUE,FALSE,FALSE,TRUE,TRUE,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0Gxn9FtaJFc_3,"Does not follow the vocal command and makes it instrumental. Favours the genre speficiation over specific instruments, not following the piano and synth are doing the melody command and instead using a guitar.",Sad,Dreamy,FALSE,TRUE,FALSE,TRUE,TRUE,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0Gxn9FtaJFc_4,"Does not follow the vocal command and makes it instrumental. Favours the genre speficiation over specific instruments, not following the piano and synth are doing the melody command and instead using a guitar.",Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,TRUE,"rock music, male vocal, synth, piano, bass guitar, acoustic drums, slow, melancholic",This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. 
0JbGxIR8JTk_1,Confounds afrobeat with african thematic and uses that for lyrics.,Happy,,TRUE,FALSE,FALSE,TRUE,FALSE,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0JbGxIR8JTk_2,Confounds afrobeat with african thematic and uses that for lyrics.,Happy,,TRUE,FALSE,FALSE,TRUE,FALSE,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0JbGxIR8JTk_3,,Happy,,FALSE,TRUE,FALSE,TRUE,FALSE,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0JbGxIR8JTk_4,,Happy,,FALSE,TRUE,FALSE,TRUE,FALSE,"acoustic-electric nylon string guitar, fingerpicking, afrobeat, carribean, various african percussion, male singer, electric bass, syncopated drumset, free singing","Afrobeat inspired music with an island flavor. Fingerpicked acoustic-electric nylon string guitar carries the harmony, while a male singer sings freely. syncopated electric bass"
0LLlcPiatiU_1,No pormted noises,Exciting,Groovy,TRUE,FALSE,TRUE,TRUE,FALSE,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0LLlcPiatiU_2,No pormted noises,Exciting,Groovy,TRUE,FALSE,TRUE,TRUE,FALSE,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0LLlcPiatiU_3,No vocal,Content,Chill,FALSE,TRUE,TRUE,TRUE,TRUE,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0LLlcPiatiU_4,No vocal,Disgust,Agressive,FALSE,TRUE,TRUE,TRUE,TRUE,"song fade, instrumental music, camera flash sounds, end credits music background, camera clicking tones, hip hop music, male singer, medium tempo, horns playing, fanfare, keyboard arpeggiated tones,","The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones."
0OY8XXZ98rw_1,,Angry,Agressive,TRUE,FALSE,FALSE,TRUE,FALSE,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0OY8XXZ98rw_2,,Angry,"Aggressive, disgust",TRUE,FALSE,FALSE,TRUE,FALSE,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0OY8XXZ98rw_3,,Angry,"Aggressive, disgust",FALSE,TRUE,FALSE,TRUE,FALSE,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0OY8XXZ98rw_4,,Angry,"Aggressive, disgust",FALSE,TRUE,FALSE,TRUE,FALSE,"metal, double pedal kick, punchy snare, shimmering cymbals, distorted flat male vocal, wide aggressive electric guitar riff, distorted bass guitar, energetic, aggressive, distorted, manic","The Metal song features a distorted flat male vocal singing over wide aggressive electric guitar riffs, distorted bass guitar, punchy snare, double pedal kick and shimmering cymbals."
0QAaln-hjPw_1,Not clearly a male voice. Not an amateur recording.,Angry,,TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0QAaln-hjPw_2,Not clearly a male voice. Not an amateur recording.,Angry,"Aggressive, disgust",TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0QAaln-hjPw_3,,Angry,,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0QAaln-hjPw_4,,Angry,,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, synth bass, synth lead sound, digital drums, male voice sample, uptempo",This song contains digital drums playing along with a synth bass line creating the foundation of this song. Some drum elements are panned to both sides of the speakers. A synth lead sound is playing
0S5zWt91Bwo_1,,Happy,"Cheerful, slightly melancholic",TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0S5zWt91Bwo_2,,Happy,"Cheerful, slightly melancholic",TRUE,FALSE,FALSE,TRUE,FALSE,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0S5zWt91Bwo_3,,Happy,"Cheerful, slightly melancholic",FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0S5zWt91Bwo_4,,Happy,Slightly melancholic,FALSE,TRUE,FALSE,TRUE,FALSE,"amateur recording, acoustic guitars, mandolin, upright bass, uptempo, cheerful","This song contains acoustic guitars being strummed fast, a mandolin playing the lead melody in a higher pitch and an upright bass providing an almost walking bassline. "
0VjPCd62oKg_1,No sound of water. No ducks.,Happy,,TRUE,FALSE,TRUE,TRUE,TRUE,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0VjPCd62oKg_2,No sound of water. No ducks.,"Happy, simple",,TRUE,FALSE,TRUE,TRUE,TRUE,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0VjPCd62oKg_3,No sound of water. No ducks.,Happy,,FALSE,TRUE,TRUE,TRUE,TRUE,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0VjPCd62oKg_4,No sound of water. No ducks.,Happy,Slightly melancholic,FALSE,TRUE,TRUE,TRUE,TRUE,"instrumental, sound of water, water splashing, mind stimulating, songs for toddlers, kindergarten, songs for toddlers, animal sounds, learning about animals, duck song, ducks, song end, animated song,",This music is a clip of the end of the song. There is no music nor vocals. The audio clip begins with the sound of splashing water followed by ducks quacking before it fades and stops. 
0ZXWSO_Y2C0_1,,Angry,Aggressive,TRUE,FALSE,FALSE,TRUE,FALSE,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0ZXWSO_Y2C0_2,,Surprise,"Epic, slightly sad",TRUE,FALSE,FALSE,TRUE,FALSE,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0ZXWSO_Y2C0_3,,Angry,"Aggressive, epic",FALSE,TRUE,FALSE,TRUE,FALSE,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0ZXWSO_Y2C0_4,,Angry,Aggressive,FALSE,TRUE,FALSE,TRUE,FALSE,"melodic death metal, progressive metal, male vocal, pig squeal, distorted electric guitar, bass guitar, acoustic drums, aggressive, violent, chaotic",This is a melodic death metal music piece. There is a male vocal singing using the pig squeal technique in the lead. The electric guitar with heavy distortion is playing a hard-hitting riff. 
0abzD7hBTRk_1,Not clearly beatbox,Exciting,,TRUE,FALSE,TRUE,TRUE,FALSE,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0abzD7hBTRk_2,Not clearly beatbox,Exciting,,TRUE,FALSE,TRUE,TRUE,FALSE,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0abzD7hBTRk_3,Not clearly beatbox,Happy,,FALSE,TRUE,TRUE,TRUE,FALSE,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0abzD7hBTRk_4,Not clearly beatbox,Happy,Exciting,FALSE,TRUE,TRUE,TRUE,FALSE,"vocalisation, medium fast tempo, male vocalist, punchy, boomy, buoyant, rap, dance groove, vocal percussionist, youthful, rhythmic, skilled, engaging, beat boxing, turn table imitation, vigorous,","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, "
0dPx94RPy2M_1,Not instrumental,Happy,,TRUE,FALSE,FALSE,TRUE,FALSE,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0dPx94RPy2M_2,Not instrumental,Happy,"Exciting, slightly melancholic",TRUE,FALSE,FALSE,TRUE,FALSE,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0dPx94RPy2M_3,,Happy,"Epic, Exciting",FALSE,TRUE,FALSE,TRUE,TRUE,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0dPx94RPy2M_4,Catchy known riff,Exciting,Epic,FALSE,TRUE,FALSE,TRUE,TRUE,"advertisement, jingle, drill sounds, rock music, instrumental, electric guitar, keyboard, acoustic sounding drums, generic, simple tune",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard 
0hfU27A6tus_1,No irish bouzouki,Sad,Contemplative,TRUE,FALSE,FALSE,FALSE,FALSE,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0hfU27A6tus_2,No irish bouzouki,Sad,Contemplative,TRUE,FALSE,FALSE,FALSE,FALSE,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0hfU27A6tus_3,No irish bouzouki,Sad,Contemplative,FALSE,TRUE,FALSE,FALSE,FALSE,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0hfU27A6tus_4,No irish bouzouki,Happy,"Melancholic, Contemplative",FALSE,TRUE,FALSE,FALSE,FALSE,"live performance, low quality audio, folk music, banjo, mandolin, irish bouzouki guitark, irish folk singing, eldery male vocals",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.
0khKvVDyYV4_1,"Not low quality, no references to it being an in-game audio",Happy,,TRUE,FALSE,TRUE,TRUE,FALSE,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0khKvVDyYV4_2,"Not low quality, no references to it being an in-game audio",Happy,,TRUE,FALSE,TRUE,TRUE,FALSE,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0khKvVDyYV4_3,"Not low quality, no references to it being an in-game audio",Happy,Exciting,FALSE,TRUE,TRUE,TRUE,FALSE,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0khKvVDyYV4_4,"Not low quality, no references to it being an in-game audio",Happy,Dreamy,FALSE,TRUE,TRUE,TRUE,FALSE,"low quality, popping sounds, echoing female exhale sound, shimmering hi hats, happy, fun, sweet female vocal, humming, claps, punchy kick, shimmering bells melody, groovy bass guitar, in game audio,","The low quality recording features an in-game audio recording that features an echoing female exhale sound, shimmering hi hats, claps, shimmering bells melody and groovy bass guitar."
0pewITE1550_1,,Happy,Chill,TRUE,FALSE,TRUE,TRUE,TRUE,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0pewITE1550_2,,Happy,Chill,TRUE,FALSE,TRUE,TRUE,TRUE,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0pewITE1550_3,,Happy,Energetic,FALSE,TRUE,TRUE,TRUE,TRUE,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0pewITE1550_4,,Happy,Energetic,FALSE,TRUE,TRUE,TRUE,TRUE,"poor audio quality, medium tempo, instrumental music, groovy rhythm, various percussion instruments, steady drum rhythm, various percussion hits, snares, drums, drum sticks, dance rhythm, samba,",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. 
0soVCtJgDTk_1,Not low quality,Sad,Slightly melancholic,TRUE,FALSE,FALSE,TRUE,TRUE,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0soVCtJgDTk_2,Not low quality,Happy,Slightly melancholic,TRUE,FALSE,FALSE,TRUE,TRUE,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0soVCtJgDTk_3,Not low quality,Happy,Slightly melancholic,FALSE,TRUE,FALSE,TRUE,TRUE,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0soVCtJgDTk_4,Not low quality,Happy,Slightly melancholic,FALSE,TRUE,FALSE,TRUE,TRUE,"low quality, advertisement, camera shuttering sound effects, high pitched down sweeps, arpeggiated strings melody, epic, orchestra percussions, synth sound effects, exciting","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions "
0wYi8B9PXDY_1,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming.",Calm,Chill,TRUE,FALSE,FALSE,FALSE,FALSE,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
0wYi8B9PXDY_2,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming.",Calm,Chill,TRUE,FALSE,FALSE,FALSE,FALSE,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
0wYi8B9PXDY_3,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming. Not clearly male voice",Calm,Chill,FALSE,TRUE,FALSE,FALSE,FALSE,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
0wYi8B9PXDY_4,"Instruments present although sparse, ignoring the prompt ""no instruments"". No humming. Not clearly male voice",Calm,Chill,FALSE,TRUE,FALSE,FALSE,FALSE,"vocal track, no instruments, male vocal, low-to-medium pitch singing, humming, idle, bored, monotonous, video game music",This is a video game theme being hummed by a male vocal. It is in the low-to-medium range. It conveys a feeling of idleness. Vocal samples can be lifted from this track to be used in beat-making.
